VG,ID,IG,VD
-3.30E-01,5.21E-02,-6.00E-14,5.00E-02
-3.20E-01,5.21E-02,-1.50E-13,5.00E-02
-3.10E-01,5.21E-02,-1.40E-13,5.00E-02
-3.00E-01,5.22E-02,3.00E-14,5.00E-02
-2.90E-01,5.22E-02,3.10E-13,5.00E-02
-2.80E-01,5.22E-02,4.80E-13,5.00E-02
-2.70E-01,5.23E-02,4.20E-13,5.00E-02
-2.60E-01,5.23E-02,2.90E-13,5.00E-02
-2.50E-01,5.23E-02,5.00E-14,5.00E-02
-2.40E-01,5.23E-02,4.00E-14,5.00E-02
-2.30E-01,5.24E-02,1.50E-13,5.00E-02
-2.20E-01,5.24E-02,3.30E-13,5.00E-02
-2.10E-01,5.24E-02,3.50E-13,5.00E-02
-2.00E-01,5.24E-02,1.00E-14,5.00E-02
-1.90E-01,5.25E-02,-2.10E-13,5.00E-02
-1.80E-01,5.25E-02,-2.50E-13,5.00E-02
-1.70E-01,5.25E-02,-1.60E-13,5.00E-02
-1.60E-01,5.25E-02,6.00E-14,5.00E-02
-1.50E-01,5.26E-02,1.70E-13,5.00E-02
-1.40E-01,5.26E-02,1.50E-13,5.00E-02
-1.30E-01,5.26E-02,2.90E-13,5.00E-02
-1.20E-01,5.26E-02,2.80E-13,5.00E-02
-1.10E-01,5.27E-02,9.00E-14,5.00E-02
-1.00E-01,5.27E-02,7.00E-14,5.00E-02
-9.00E-02,5.27E-02,2.80E-13,5.00E-02
-8.00E-02,5.27E-02,1.90E-13,5.00E-02
-7.00E-02,5.28E-02,1.40E-13,5.00E-02
-6.00E-02,5.28E-02,6.00E-14,5.00E-02
-5.00E-02,5.28E-02,5.00E-14,5.00E-02
-4.00E-02,5.28E-02,2.20E-13,5.00E-02
-3.00E-02,5.29E-02,4.70E-13,5.00E-02
-2.00E-02,5.29E-02,3.70E-13,5.00E-02
-1.00E-02,5.29E-02,2.10E-13,5.00E-02
0.00E+00,5.29E-02,3.20E-13,5.00E-02
